2,a passable date film 
2,imax in short 
1,i hate it . 
2,'s pleasant enough -- and oozing with attractive men 
1,"no one involved , save dash , shows the slightest aptitude for acting "
1,in this wildly uneven movie 
2,"pokes , provokes , takes expressionistic license "
1,"like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it "
2,"with color and depth , and rather a good time "
2,"silly , outrageous , ingenious "
1,being able to hit on a 15-year old when you 're over 100 
1,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . "
2,the year 's best and most unpredictable comedy 
1,starts off so bad that you feel like running out screaming 
1,men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic . 
2,elvira fans could hardly ask for more . 
2,a good one 
1,", plodding picture "
1,"the character dramas , which never reach satisfying conclusions "
1,lost in the translation this time 
2,speak for it while it forces you to ponder anew what a movie can be 
2,enables shafer to navigate spaces both large ... and small ... with considerable aplomb 
1,a plot cobbled together from largely flat and uncreative moments 
1,inane and awful 
1,told in scattered fashion 
2,takes chances that are bold by studio standards 
1,"believe it or not , jason actually takes a backseat in his own film to special effects "
1,only thing to fear about `` fear dot com '' 
1,whole mess 
2,manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor 
2,working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up . 
1,a résumé loaded with credits like `` girl in bar # 3 
2,enjoy the ride 
1,very little to add beyond the dark visions already relayed by superb recent predecessors 
1,"the , yes , snail-like pacing "
1,an extremely unpleasant film . 
2,"if it is n't entirely persuasive , it does give exposure to some talented performers "
1,"the whole affair , true story or not , feels incredibly hokey ... "
1,are all things we 've seen before 
2,poignant and leavened 
2,breathless anticipation 
2,significantly better 
1,as predictable as the tides 
2,bewilderingly brilliant and entertaining 
2,it 's smooth and professional 
1,", unassuming , subordinate "
1,the horror 
2,a technically superb film 
2,the positive change in tone here seems to have recharged him . 
2,"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators "
1,a dim 
1,", vicious and absurd "
1,because he acts so goofy all the time 
2,to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside 
2,"'s at once laughable and compulsively watchable , "
2,merit its 103-minute length 
2,the value and respect for the term epic cinema 
1,as a dentist 's waiting room 
2,showing honest emotions 
1,amazingly lame . 
1,confessions may not be a straightforward bio 
1,seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little 
1,the story is bogus and 
2,this comic gem is as delightful as it is derivative . 
2,to spare wildlife 
1,ugly as the shabby digital photography 
1,understand the difference between dumb fun and just plain dumb 
2,traditionally structured 
1,frida is n't that much different from many a hollywood romance . 
2,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . 
2,are worth the price of admission ... if `` gory mayhem '' is your idea of a good time 
1,"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) "
1,carnage and 
1,"degraded , handheld blair witch video-cam footage "
1,second fiddle 
1,about the folly of superficiality that is itself 
1,"serves as auto-critique , and its clumsiness as its own most damning censure . "
1,tedious norwegian offering which somehow snagged an oscar nomination . 
1,", esther kahn is unusual but unfortunately also irritating . "
2,a stylish exercise 
1,halfway through this picture i was beginning to hate it 
1,a setup so easy it borders on facile 
1,a thoroughly awful movie 
2,takes hold and grips hard 
1,"look smeary and blurry , to the point of distraction "
2,the picture 's fascinating byways 
1,"guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves "
1,"breezy , distracted rhythms "
1,than this mess 
2,"evanescent , seamless and sumptuous stream "
2,slick and manufactured to claim street credibility . 
2,"take care is nicely performed by a quintet of actresses , "
2,valuable messages 
2,in no small part thanks to lau 
1,two guys who desperately want to be quentin tarantino when they grow up 
1,no new plot conceptions 
1,essentially a collection of bits -- 
1,does n't bode well for the rest of it 
2,elevated by it -- the kind of movie 
1,usual worst 
2,"hugh grant , who has a good line in charm "
2,arrive early and stay late 
2,"is a pan-american movie , with moments of genuine insight into the urban heart . "
1,i could have used my two hours better watching being john malkovich again . 
2,"shot in artful , watery tones of blue , green and brown "
2,an unorthodox little film noir organized crime story that includes one of the strangest 
2,considerable aplomb 
2,acted by diane lane and richard gere . 
1,scant 
2,an admittedly middling film 
1,too ludicrous 
2,the rock 's fighting skills are more in line with steven seagal 
2,rich and full 
2,"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . "
2,"that uses a sensational , real-life 19th-century crime as a metaphor for "
2,", home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . "
2,", the film retains ambiguities that make it well worth watching . "
1,ultra-cheesy dialogue 
2,added depth and resonance 
2,the sensational 
2,huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them 
1,handsome but unfulfilling suspense drama 
1,'s not very good either . 
1,in her most charmless 
2,makes an unusual but pleasantly haunting debut behind the camera . 
2,"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . "
1,"everything about girls ca n't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way . "
2,the cast is spot on and 
1,ugly digital video 
2,can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history 
1,rather choppy 
1,becomes one more dumb high school comedy about sex gags and prom dates 
2,demands and receives excellent performances 
2,"xxx is a blast of adrenalin , "
2,pure escapism 
2,create a film that 's not merely about kicking undead *** 
2,about love and culture 
1,is worse : 
1,horrifying 
1,mourns her tragedies in private 
1,the action scenes are poorly delivered 
1,it 's so bad 
1,so bad 
2,", 84 minutes is short "
1,"dabbles all around , never gaining much momentum "
2,a masterpiece 
2,"a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth "
1,does n't leave you with much . 
2,good acting 
2,"like most of jaglom 's films , some of it is honestly affecting "
1,"marivaux 's rhythms , and mira sorvino 's limitations as a classical actress "
1,is less successful on other levels 
2,'s still quite worth seeing 
2,intelligent and moving . 
1,he appears miserable throughout as he swaggers through his scenes 
2,men 
2,accomplish what few sequels can 
1,"a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker "
1,"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening "
2,"exhilarating , funny and fun . "
2,bound to appeal to women looking for a howlingly trashy time 
1,", it never quite makes the grade as tawdry trash . "
2,has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . 
2,"endearing , caring "
2,"seagal , who looks more like danny aiello these days "
1,"enactments , however fascinating they may be as history , are too crude to serve the work especially well . "
2,"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker "
1,the dehumanizing and ego-destroying process 
1,taboo subject matter 
2,see this 
1,utterly incompetent conclusion 
2,has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ... 
2,you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her 
1,run for cover 
1,low budget 
2,a deceptively casual ode 
1,"walked out muttering words like `` horrible '' and `` terrible , '' "
2,help chicago make the transition from stage to screen with considerable appeal intact 
2,you have ellen pompeo sitting next to you for the ride 
1,a giant step backward 
2,true fans 
1,just copies 
2,quite rich and exciting 
2,luminous interviews and amazingly evocative film from three decades ago 
1,"from lynch , jeunet , and von trier while failing to find a spark of its own "
2,", you ca n't help but get caught up in the thrill of the company 's astonishing growth . "
1,this frozen tundra soap opera 
2,a showdown 
1,is simply too overdone 
2,greatly 
2,free 
2,intriguing species 
1,try and evade 
2,"scherfig , who has had a successful career in tv "
2,watching it leaves you giddy 
2,"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . "
1,far tamer 
2,outrageously creative action 
2,the most purely enjoyable and satisfying evenings 
1,is never any question of how things will turn out 
1,only open new wounds 
1,despite suffering a sense-of-humour failure 
2,for a story 
2,in addition to hoffman 's powerful acting clinic 
2,right stuff 
2,the wonderful cinematography and naturalistic acting 
2,high-concept films 
1,sleepwalk through vulgarities in a sequel you can refuse 
1,with no reason for being 
1,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . "
2,"invigorating , surreal , and resonant "
2,"the chateau , a sense of light-heartedness , that makes it attractive throughout "
2,have a passion for the material 
2,"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . "
1,a movie that ca n't get sufficient distance from leroy 's 
2,romanticized rendering 
2,is terrific as rachel 
1,of special effects that run the gamut from cheesy to cheesier to cheesiest 
1,the worst film a man has made about women since valley of the dolls 
1,"come , already having been recycled more times than i 'd care to count "
2,with awe 
2,joyous romp of a film . 
2,a nonstop hoot 
1,", partisans and sabotage "
1,gory as the scenes of torture and self-mutilation 
2,just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart 
2,"ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are . "
1,the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . 
1,"this obscenely bad dark comedy , so crass "
2,naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation 
2,exciting and 
1,schticky 
2,and in the best way 
2,of our most flamboyant female comics 
2,squareness that would make it the darling of many a kids-and-family-oriented cable channel 
1,"( less a movie than ) an appalling , odoriferous thing ... so "
2,this film special 
2,of the amazing spider-man 
1,the stomach-turning violence 
1,could use a little more humanity 
1,not everything 
2,"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . "
1,a slow-moving police-procedural thriller 
1,a bad idea from frame one 
2,"terrific , sweaty-palmed fun "
2,very funny joke 
1,volletta wallace 's maternal fury 
2,complex story 
1,atop wooden dialogue 
1,that it progresses in such a low-key manner that it risks monotony 
2,be burns 's strongest film since the brothers mcmullen 
2,ca n't miss it 
2,dover kosashvili 's outstanding feature debut so potent 
2,of the best short story writing 
1,it seeks excitement in manufactured high drama 
1,feeble comedy . 
1,an insult to every family 
1,it is essentially empty 
1,of the film 's problems 
1,makes my big fat greek wedding look like an apartheid drama 
1,is not even half the interest . 
1,never achieve the popularity of my big fat greek wedding 
2,`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era 
1,"right now , they 're merely signposts marking the slow , lingering death of imagination . "
2,appealing character quirks to forgive that still serious problem 
1,"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? "
1,the energy it takes to describe how bad it is 
1,wait to see it then . 
2,could easily be called the best korean film of 2002 
2,largest-ever historical canvas 
2,"a solid cast , assured direction and complete lack of modern day irony . "
1,comatose ballerinas 
2,oh-so-important 
1,"of the road , where the thematic ironies are too obvious and the sexual politics too smug "
1,formulaic equations 
2,"'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived "
2,deserve a passing grade 
2,you 're gon na like this movie . 
1,"simply stupid , irrelevant "
2,weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . 
1,a heavy-handed indictment of parental failings and 
2,felt performances across the board . 
1,seem weird and distanced 
2,has finally made a movie that is n't just offensive 
2,casual and fun 
1,plodding mess 
1,"the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally . "
2,the film 's intimate camera work 
1,you 'll find yourself wishing that you and they were in another movie . 
1,of dishonesty 
1,as bestial 
1,"as it is a loose collection of not-so-funny gags , scattered moments of lazy humor "
1,", they prove more distressing than suspenseful . "
2,crackles 
2,a fairly revealing study of its two main characters 
2,"high drama , disney-style "
2,"may be more genial than ingenious , but it gets the job done . "
2,", good action , good acting , good dialogue , good pace , good cinematography . "
1,her bully of a husband 
1,gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story . 
1,the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters 
2,"oozing , chilling and heart-warming "
1,stale retread 
2,filming the teeming life on the reefs 
1,an already thin story boils down to surviving invaders seeking an existent anti-virus . 
2,quite endearing . 
1,with fewer gags to break the tedium 
1,overbearing and 
1,deep deceptions 
2,things will turn out okay 
2,the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural 
2,grand 
2,good-natured fun found in films like tremors 
2,betters it 
2,transfixes the audience 
2,moving and important 
2,dope 
2,an avid interest 
2,"blessed with two fine , nuanced lead performances "
2,true star 
1,"hampered -- no , paralyzed -- by a self-indulgent script ... "
1,is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance . 
2,"is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction "
1,which nurses plot holes gaping enough to pilot an entire olympic swim team through 
2,that 's both charming and well acted 
1,a bad blend 
2,the guy-in-a-dress genre 
2,director claude chabrol has become the master of innuendo . 
2,riveting and 
1,excruciatingly unfunny and pitifully unromantic . 
1,war movies 
2,an inuit masterpiece 
2,oscar 
1,the cliché-laden screenplay 
1,"girlfriends are bad , wives are worse "
2,provide much more insight 
1,", and as easy to be bored by as your abc 's , "
2,what you wish for 
2,fluid and mesmerizing 
2,"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . "
2,"it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . "
1,ransacks 
1,lacks the charisma and ability to carry the film on his admittedly broad shoulders . 
1,book report 
1,leave the theater 
1,spousal abuse 
1,"the director , with his fake backdrops and stately pacing , "
2,a diverse and astonishingly articulate cast of palestinian and israeli children . 
1,anyone who suffers through this film 
2,one carried by a strong sense of humanism 
1,"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . "
2,another entertaining romp from robert rodriguez . 
2,"directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . "
1,it 'll probably be in video stores by christmas 
2,"funny , triumphant , "
1,underachiever 
2,a film of ideas and wry comic mayhem 
2,of moviegoers for real characters and compelling plots 
1,dime-store ruminations 
2,worth a 
1,", reality shows -- reality shows for god 's sake ! "
1,"whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . "
1,'ll cry for your money back 
2,enthralling 
1,"is worse : the part where nothing 's happening , or the part where something 's happening "
1,"like max rothman 's future , does not work . "
2,of quirky characters and an engaging story 
1,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and "
2,"making kahlo 's art a living , "
1,bad run 
1,may just end up trying to drown yourself in a lake afterwards . 
2,many pleasures 
2,is worth searching out 
1,"at this time , with this cast , this movie is hopeless "
1,time bombs 
2,balances both traditional or modern stories together in a manner that one never overwhelms the other . 
1,the surface histrionics failing to compensate for the paper-thin characterizations and facile situations 
1,"plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . "
1,a sour taste in one 's mouth 
2,decent performance 
1,"... familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . "
2,"a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . "
1,responsible for one of the worst movies of one year 
1,"appalling , shamelessly manipulative and contrived "
2,movie love 
1,human darkness 
1,"understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself "
1,it 's too loud to shout insults at the screen 
1,"'s a long way from orwell 's dark , intelligent warning cry ( 1984 ) "
2,a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- 
2,the perfect movie 
1,ardently waste viewers ' time with a gobbler like this 
2,oscar-sweeping franchise predecessor 
2,it sets out with no pretensions and delivers big time 
1,see how many times they can work the words `` radical '' or `` suck '' into a sentence 
2,give you enough to feel good about 
2,unexpectedly insightful 
2,allen 's romantic comedies so pertinent and enduring 
2,"is an extraordinary film , not least "
1,a doubt 
1,maudlin or 
2,with the the wisdom and humor of its subjects 
1,a party-hearty teen flick that scalds like acid . 
1,"the wan , thinly sketched story "
2,provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen 
1,this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in . 
2,again dazzle and delight us 
2,"that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes "
2,aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film 
2,"impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . "
1,failure to construct a story with even a trace of dramatic interest 
1,but it also comes with the laziness and arrogance of a thing that already knows it 's won . 
1,"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . "
2,laughed at 
1,", future lizard endeavors will need to adhere more closely to the laws of laughter "
1,a philosophical void 
1,unlikable characters and a self-conscious sense 
2,intelligence or invention 
1,hot on the hardwood proves once again that a man in drag is not in and of himself funny . 
1,hopelessly juvenile 
2,shakespearean -- both in depth and breadth -- 
2,unique directing style 
1,required to give this comic slugfest some heart 
1,feel more like a non-stop cry for attention 
2,hip hop beat 
1,feel more like literary conceits than flesh-and-blood humans 
1,no explanation 
2,funniest and 
1,"a chilly , remote , emotionally distant piece ... so dull that its tagline should be "
2,starts off witty and sophisticated and you 
1,a bargain-basement european pickup 
2,", but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons "
2,"shines on all the characters , as the direction is intelligently accomplished "
2,taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults 
2,lead a group of talented friends astray 
1,"it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating . "
2,"this gentle , mesmerizing portrait "
2,"genial is the conceit , this is one of those rare pictures that you root for throughout , "
2,draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss 
1,"spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) "
1,"is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own "
1,"it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success . "
2,handles it in the most unexpected way 
2,those eternally devoted to the insanity of black will have an intermittently good time . 
1,obscenely bad 
1,devastatingly 
1,i do n't see the point 
1,comes off like a bad imitation of the bard 
2,that excites the imagination and tickles the funny bone 
2,one of its strengths 
2,of masterpiece 
2,into this dream hispanic role with a teeth-clenching gusto 
1,stiff or just plain bad 
2,makes these lives count 
2,jolts the laughs from the audience -- 
2,a delightful stimulus 
1,has no point 
1,of isolation and frustration 
2,winning shot 
1,"of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel "
2,"feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . "
2,lewis 
1,that there 's no other reason why anyone should bother remembering it 
2,"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . "
1,father cliché 
1,domestic tension and unhappiness 
1,"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable "
2,called the best korean film of 2002 
2,one of the best rock 
2,it forces you to watch people doing unpleasant things to each other and themselves 
2,of the holiday box office pie 
1,inexpressible and drab wannabe 
1,"the hail of bullets , none of which ever seem to hit "
2,"like an extended , open-ended poem than a traditionally structured story "
1,"'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and "
1,to hate 
2,to be mesmerised 
2,the people who loved the 1989 paradiso will prefer this new version 
2,a lot of energy 
2,for its success on a patient viewer 
2,"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . "
2,this may be burns 's strongest film since the brothers mcmullen . 
1,turned down 
2,"timely , tongue-in-cheek "
1,undramatic 
1,the pile of useless actioners 
2,morton deserves an oscar nomination . 
2,weirdly engaging and unpredictable character pieces 
2,efficiency and an affection for the period 
2,manages to accomplish what few sequels can -- it equals the original and in some ways even betters it 
1,does not work . 
1,it is n't merely offensive 
2,tell a story about the vietnam war before the pathology set in 
2,it irrigates our souls . 
2,a hint of humor 
2,with a big heart 
2,"a rollicking adventure for you and all your mateys , regardless of their ages "
